Accession No,Barcode,Order,Family,species,species_old,Preferred_Name,locality,collector,date_origional,date_mod,day,month,month_chr,year,date_chr,date,Determiner,Specimen Type,collection,method
NZAC04100222,NZAC04100222,Hymenoptera,Apidae,Apis mellifera,Apis mellifera Linnaeus,"Apis mellifera Linnaeus, 1758",Invercargill,A K Walker,15-Mar-77,15-Mar-77,15,3,March,1977,15/March/1977,15/03/1977,B J Donovan,Pin,NZAC,no_data
NZAC04069963,NZAC04069963,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Darran Mountains, Tutoko Bench","J.S. Dugdale, K.J. Fox",10/01/1977,10/01/1977,10,1,January,1977,10/January/1977,10/01/1977,,Pin,NZAC,no_data
NZAC04070455,NZAC04070455,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Darran Mountains, Tutoko Bench","J.S. Dugdale, K.J. Fox",10/01/1977,10/01/1977,10,1,January,1977,10/January/1977,10/01/1977,,Pin,NZAC,no_data
NZAC04070408,NZAC04070408,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Mt Albert, 120 Mt Albert Road, Hamilton Bldg",P. Herbert,11/01/1977,11/01/1977,11,1,January,1977,11/January/1977,11/01/1977,,Pin,NZAC,no_data
NZAC04070039,NZAC04070039,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Darran Mountains, Tutoko Bench","T.K. Crosby, J.S. Dugdale",15/01/1977,15/01/1977,15,1,January,1977,15/January/1977,15/01/1977,,Pin,NZAC,no_data
NZAC04093355,NZAC04093355,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Jackson Bay,T.K. Crosby,9/02/1977,9/02/1977,9,2,February,1977,9/February/1977,9/02/1977,,Pin,NZAC,no_data
NZAC04099984,NZAC04099984,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Invercargill, Queens Park",A.K. Walker,14/03/1977,14/03/1977,14,3,March,1977,14/March/1977,14/03/1977,,Pin,NZAC,no_data
NZAC04104659,NZAC04104659,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Maud Island,D.G. Newman,Sep-77,Sep-77,NA,9,September,1977,NA/September/1977,NA,,Pin,NZAC,no_data
NZAC04109099,NZAC04109099,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Matamata,R.P. Macfarlane,22/10/1977,22/10/1977,22,10,October,1977,22/October/1977,22/10/1977,,Pin,NZAC,no_data
NZAC04109098,NZAC04109098,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)",Matamata,R.P. Macfarlane,22/10/1977,22/10/1977,22,10,October,1977,22/October/1977,22/10/1977,,Pin,NZAC,no_data
NZAC04070627,NZAC04070627,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Noises Islands, Otata Island, central plateau",L.L. Deitz,2/11/1977,2/11/1977,2,11,November,1977,2/November/1977,2/11/1977,B.G. Bennett,Pin,NZAC,no_data
NZAC04109210,NZAC04109210,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Noises Islands, Otata Island, central plateau",L.L. Deitz,2/11/1977,2/11/1977,2,11,November,1977,2/November/1977,2/11/1977,B.G. Bennett,Pin,NZAC,no_data
NZAC04099833,NZAC04099833,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Noises Islands, Otata Island, at cottage",L.L. Deitz,2/11/1977,2/11/1977,2,11,November,1977,2/November/1977,2/11/1977,B.G. Bennet,Pin,NZAC,no_data
NZAC04099347,NZAC04099347,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Noises Islands, Motuhoropapa Island, North Ridge",L.L. Deitz,3/11/1977,3/11/1977,3,11,November,1977,3/November/1977,3/11/1977,B.G. Bennett,Pin,NZAC,no_data
NZAC04096675,NZAC04096675,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Noises Islands, Motuhoropapa Island",L.L. Deitz,4/11/1977,4/11/1977,4,11,November,1977,4/November/1977,4/11/1977,B.G. Bennett,Pin,NZAC,no_data
NZAC04083047,NZAC04083047,Hymenoptera,Apidae,Bombus terrestris,Bombus terrestris,"Bombus (Bombus) terrestris (Linnaeus, 1758)","Noises Islands, Otata Island",D.W. Helmore et al.,18/12/1977,18/12/1977,18,12,December,1977,18/December/1977,18/12/1977,B.G. Bennett,Pin,NZAC,no_data
NZAC04092849,NZAC04092849,Hymenoptera,Colletidae,Hylaeus matamoko,Hyleoides matamoko,Hyleoides,"Craigieburn Range, Craigieburn Ski Club",R.B. Primack,6/02/1977,6/02/1977,6,2,February,1977,6/February/1977,6/02/1977,,Pin,NZAC,no_data
NZAC04109176,NZAC04109176,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)",Waikawau,L.L. Deitz,24/03/1977,24/03/1977,24,3,March,1977,24/March/1977,24/03/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109174,NZAC04109174,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)",Whitianga,L.L. Deitz,25/03/1977,25/03/1977,25,3,March,1977,25/March/1977,25/03/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100006,NZAC04100006,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Onetangi",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109218,NZAC04109218,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Cactus Bay",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109101,NZAC04109101,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Onetangi",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04070314,NZAC04070314,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Onetangi",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,J.A. Berry,Pin,NZAC,no_data
NZAC04070530,NZAC04070530,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Onetangi",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109090,NZAC04109090,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Onetangi",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,J.A. Berry,Pin,NZAC,no_data
NZAC04109096,NZAC04109096,Hymenoptera,Halictidae,Lasioglossum cognatum,Lasioglossum cognatum,"Lasioglossum (Chilalictus) cognatum (Smith, 1853)","Waiheke Is, Onetangi",L.L. Deitz,23/10/1977,23/10/1977,23,10,October,1977,23/October/1977,23/10/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099275,NZAC04099275,Hymenoptera,Halictidae,Lasioglossum mataroa,Lasioglossum mataroa,"Lasioglossum (Austrevylaeus) mataroa Donovan, 2007","Kawarau Gorge,Roaring Meg, Upper Power House",J.C. Watt,14/11/1977,14/11/1977,14,11,November,1977,14/November/1977,14/11/1977,,Pin,NZAC,no_data
NZAC04070335,NZAC04070335,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007","Darren Mountains, Tutoko Bench, South Gully",J.S. Dugdale,9/01/1977,9/01/1977,9,1,January,1977,9/January/1977,9/01/1977,,Pin,NZAC,no_data
NZAC04109164,NZAC04109164,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007","Mt Cook Range, Mt Wakefield Ridge",J.S. Dugdale,5/04/1977,5/04/1977,5,4,April,1977,5/April/1977,5/04/1977,,Pin,NZAC,no_data
NZAC04109157,NZAC04109157,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007","Mt Cook Range, Mt Wakefield Ridge",J.S. Dugdale,5/04/1977,5/04/1977,5,4,April,1977,5/April/1977,5/04/1977,,Pin,NZAC,no_data
NZAC04109158,NZAC04109158,Hymenoptera,Halictidae,Lasioglossum maunga,Lasioglossum maunga,"Lasioglossum (Austrevylaeus) maunga Donovan, 2007","Mt Cook Range, Mt Wakefield Ridge",J.S. Dugdale,5/04/1977,5/04/1977,5,4,April,1977,5/April/1977,5/04/1977,,Pin,NZAC,no_data
NZAC04109175,NZAC04109175,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Lake Rotoiti,A.K. Walker,24.03.1977,11.12.2694,24,3,March,1977,24/March/1977,24/03/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109104,NZAC04109104,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Tapu-Coroglen Rd,L.L. Deitz,25.03.1977,11.12.2733,25,3,March,1977,25/March/1977,25/03/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109161,NZAC04109161,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Tapu-Coroglen Rd,L.L. Deitz,25.03.1977,11.12.2734,25,3,March,1977,25/March/1977,25/03/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099186,NZAC04099186,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Kirikiri Saddle, W of",E. Schlinger,02.11.1977,2.11.77,2,11,November,1977,2/November/1977,2/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04096514,NZAC04096514,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Lake Tikitapu, nr Rotorua",E. Schlinger,04.11.1977,4.11.77,4,11,November,1977,4/November/1977,4/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04070590,NZAC04070590,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Road 38 at Orangihi Koia River,E. Schlinger,05.11.1977,5.11.77,5,11,November,1977,5/November/1977,5/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04070111,NZAC04070111,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Road 38 at Orangihi Koia River,E. Schlinger,05.11.1977,5.11.77,5,11,November,1977,5/November/1977,5/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109256,NZAC04109256,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Urewera NP, W of pass on SH",E. Schlinger,05.11.1977,5.11.77,5,11,November,1977,5/November/1977,5/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099048,NZAC04099048,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Paekakariki, Queen Elizabeth Park",E. Schlinger,11.11.1977,11.11.77,11,11,November,1977,11/November/1977,11/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099235,NZAC04099235,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Paekakariki, Queen Elizabeth Park",E. Schlinger,11.11.1977,11.11.77,11,11,November,1977,11/November/1977,11/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100007,NZAC04100007,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2131,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04096521,NZAC04096521,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2132,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04096516,NZAC04096516,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2133,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099576,NZAC04099576,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2134,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099667,NZAC04099667,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Cromwell, Beetle Reserve",J.C. Watt,14.11.1977,11.12.2135,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100269,NZAC04100269,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2136,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100280,NZAC04100280,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2137,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04098889,NZAC04098889,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Wellington, Wilton Bush",E. Schlinger,14.11.1977,11.12.2138,14,11,November,1977,14/November/1977,14/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100260,NZAC04100260,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Hurunui River mouth, Napenape Scenic Reserve",E. Schlinger,17.11.1977,11.12.2356,17,11,November,1977,17/November/1977,17/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099675,NZAC04099675,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Hurunui River mouth, Napenape Scenic Reserve",E. Schlinger,17.11.1977,11.12.2357,17,11,November,1977,17/November/1977,17/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04070178,NZAC04070178,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Abel Tasman NP, Totaranui",E. Schlinger,23.11.1977,11.12.2666,23,11,November,1977,23/November/1977,23/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04070020,NZAC04070020,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Arthurs Pass, Andrews Stream",E. Schlinger,30.11.1977,11.12.2868,30,11,November,1977,30/November/1977,30/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04069845,NZAC04069845,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Arthurs Pass, Andrews Stream",E. Schlinger,30.11.1977,11.12.2869,30,11,November,1977,30/November/1977,30/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04109171,NZAC04109171,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Arthurs Pass, Andrews Stream",E. Schlinger,30.11.1977,11.12.2870,30,11,November,1977,30/November/1977,30/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04098925,NZAC04098925,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Arthurs Pass, Andrews Stream",E. Schlinger,30.11.1977,11.12.2871,30,11,November,1977,30/November/1977,30/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099828,NZAC04099828,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Arthurs Pass, Andrews Stream",E. Schlinger,30.11.1977,11.12.2872,30,11,November,1977,30/November/1977,30/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04096344,NZAC04096344,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Arthurs Pass, Andrews Stream",E. Schlinger,30.11.1977,11.12.2873,30,11,November,1977,30/November/1977,30/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100475,NZAC04100475,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099954,NZAC04099954,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099216,NZAC04099216,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099782,NZAC04099782,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04098939,NZAC04098939,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100014,NZAC04100014,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099210,NZAC04099210,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04096639,NZAC04096639,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04098838,NZAC04098838,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)","Stavley, W of, SH 72",E. Schlinger,02.12.1977,2.12.77,2,12,December,1977,2/December/1977,2/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04083399,NZAC04083399,Hymenoptera,Halictidae,Lasioglossum sordidum,Lasioglossum (Austrevylaeus) sordidum,"Lasioglossum (Austrevylaeus) sordidum (Smith, 1853)",Warrington,E. Schlinger,11.12.1977,11.12.1978,11,12,December,1977,11/December/1977,11/12/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04100193,NZAC04100193,Hymenoptera,Colletidae,Leioproctus huakiwi,Leioproctus huakiwi,"Leioproctus (Leioproctus) huakiwi Donovan, 2007",Okains Bay,B.J. Donovan,19/12/1977,19/12/1977,19,12,December,1977,19/December/1977,19/12/1977,,Pin,NZAC,no_data
NZAC04069814,NZAC04069814,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus (Leioproctus) imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853","Abel Tasman NP, Totaranui",E. Schlinger,23.11.1977,11.12.2667,23,11,November,1977,23/November/1977,23/11/1977,B.J. Donovan,Pin,NZAC,no_data
NZAC04099040,NZAC04099040,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853","Abel Tasman NP, Totaranui",E. Schlinger,23/11/1977,23/11/1977,23,11,November,1977,23/November/1977,23/11/1977,,Pin,NZAC,no_data
NZAC04100005,NZAC04100005,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853","Abel Tasman NP, Totaranui",E. Schlinger,23/11/1977,23/11/1977,23,11,November,1977,23/November/1977,23/11/1977,,Pin,NZAC,no_data
NZAC04099453,NZAC04099453,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853","Abel Tasman NP, Totaranui",E. Schlinger,23/11/1977,23/11/1977,23,11,November,1977,23/November/1977,23/11/1977,,Pin,NZAC,no_data
NZAC04070358,NZAC04070358,Hymenoptera,Colletidae,Leioproctus imitatus,Leioproctus imitatus,"Leioproctus (Leioproctus) imitatus Smith, 1853","Abel Tasman NP, Totaranui",E. Schlinger,23/11/1977,23/11/1977,23,11,November,1977,23/November/1977,23/11/1977,,Pin,NZAC,no_data
